name,1NN-ED,OPF-ED,1NN-DTW,OPF-DTW,OPF-ED-fast-time-mean,OPF-ED-fast-time-std,OPF-ED-fast-time-it0,OPF-ED-fast-time-it1,OPF-ED-fast-time-it2,OPF-ED-fast-time-it3,OPF-ED-fast-time-it4,OPF-ED-fast-time-it5,OPF-ED-fast-time-it6,OPF-ED-fast-time-it7,OPF-ED-fast-time-it8,OPF-ED-fast-time-it9
PowerCons,0.0667,0.0222222222222222,0.0555555555555555,0.05,0.004633069038391113,0.004633069038391113,0.004750728607177734,0.004679679870605469,0.004663944244384766,0.004585742950439453,0.004627704620361328,0.004611492156982422,0.004575967788696289,0.004746198654174805,0.004564762115478516,0.0045244693756103516
ProximalPhalanxOutlineAgeGroup,0.2146,0.2292682926829268,0.1951219512195122,0.2,0.010541605949401855,0.010541605949401855,0.01007986068725586,0.009986639022827148,0.00998067855834961,0.010045051574707031,0.01012563705444336,0.010025501251220703,0.01107931137084961,0.011493206024169922,0.011248111724853516,0.011352062225341797
ProximalPhalanxOutlineCorrect,0.1924,0.2027491408934708,0.2164948453608247,0.2233676975945017,0.02314779758453369,0.02314779758453369,0.025820493698120117,0.022499561309814453,0.022902250289916992,0.02307915687561035,0.022940635681152344,0.022835731506347656,0.022789955139160156,0.022867441177368164,0.02267909049987793,0.02306365966796875
ProximalPhalanxTW,0.2927,0.2975609756097561,0.2439024390243902,0.2536585365853658,0.010647463798522949,0.010647463798522949,0.01040959358215332,0.010187625885009766,0.009994029998779297,0.01002049446105957,0.010852336883544922,0.011312007904052734,0.01148366928100586,0.011148691177368164,0.010685920715332031,0.010380268096923828
RefrigerationDevices,0.6053,0.6,0.56,0.5706666666666667,0.15022919178009034,0.15022919178009034,0.13972067832946777,0.13977885246276855,0.14416933059692383,0.15447759628295898,0.15120911598205566,0.14946436882019043,0.14872956275939941,0.14931106567382812,0.1716763973236084,0.15375494956970215
Rock,0.16,0.4,0.48,0.5,0.0042746543884277345,0.0042746543884277345,0.0033881664276123047,0.0033152103424072266,0.0033111572265625,0.003427743911743164,0.004251003265380859,0.005185604095458984,0.004788637161254883,0.00544285774230957,0.0054166316986083984,0.004219532012939453
ScreenType,0.64,0.6373333333333333,0.6106666666666667,0.6133333333333333,0.14410476684570311,0.14410476684570311,0.13413357734680176,0.13483881950378418,0.14027142524719238,0.1418461799621582,0.14557695388793945,0.15563607215881348,0.14613699913024902,0.14777159690856934,0.14698100090026855,0.14785504341125488
SemgHandGenderCh2,0.2383,0.1016666666666666,0.0783333333333333,0.0816666666666666,0.24464101791381837,0.24464101791381837,0.23603510856628418,0.24042129516601562,0.24004054069519043,0.2496941089630127,0.24914288520812988,0.24913430213928223,0.2443857192993164,0.24272584915161133,0.24737310409545898,0.24745726585388184
SemgHandMovementCh2,0.6311,0.4066666666666667,0.2022222222222222,0.2044444444444444,0.41013526916503906,0.41013526916503906,0.39087677001953125,0.4084324836730957,0.4087562561035156,0.41108059883117676,0.41467928886413574,0.40923357009887695,0.4067118167877197,0.4382004737854004,0.4096541404724121,0.40372729301452637
SemgHandSubjectCh2,0.5956,0.2111111111111111,0.12,0.1244444444444444,0.3864182710647583,0.3864182710647583,0.36469602584838867,0.386502742767334,0.38175511360168457,0.40732717514038086,0.38505101203918457,0.38760852813720703,0.3865201473236084,0.3997063636779785,0.38094639778137207,0.38406920433044434
ShakeGestureWiimoteZ,0.4,0.36,0.1,0.1,0.001476287841796875,0.001476287841796875,0.001603841781616211,0.0014910697937011719,0.001444101333618164,0.0014579296112060547,0.0014500617980957031,0.0014541149139404297,0.0015146732330322266,0.0014531612396240234,0.0014526844024658203,0.0014412403106689453
ShapeletSim,0.4611,0.5,0.3611111111111111,0.3777777777777777,0.0018239974975585937,0.0018239974975585937,0.0018808841705322266,0.0017960071563720703,0.0019025802612304688,0.001829385757446289,0.0017924308776855469,0.0017838478088378906,0.0017704963684082031,0.001772165298461914,0.0018558502197265625,0.0018563270568847656
ShapesAll,0.2483,0.2516666666666666,0.2116666666666666,0.2216666666666666,0.2485726833343506,0.2485726833343506,0.2407219409942627,0.24455547332763672,0.2687721252441406,0.2550809383392334,0.24692296981811523,0.24852633476257324,0.2487025260925293,0.24545598030090332,0.2448587417602539,0.24212980270385742
SmallKitchenAppliances,0.6587,0.6773333333333333,0.3386666666666666,0.3493333333333333,0.14555938243865968,0.14555938243865968,0.14057397842407227,0.14234519004821777,0.14083647727966309,0.14395427703857422,0.14832496643066406,0.14903521537780762,0.14759039878845215,0.14762067794799805,0.1479647159576416,0.14734792709350586
SmoothSubspace,0.0933,0.0533333333333333,0.0466666666666666,0.0533333333333333,0.0006272315979003907,0.0006272315979003907,0.0006802082061767578,0.0006117820739746094,0.0006031990051269531,0.0006022453308105469,0.00060272216796875,0.0006475448608398438,0.0006389617919921875,0.0006718635559082031,0.0006129741668701172,0.0006008148193359375
SonyAIBORobotSurface1,0.3045,0.3410981697171381,0.2745424292845257,0.2795341098169717,0.0006725788116455078,0.0006725788116455078,0.0007414817810058594,0.000690460205078125,0.0006573200225830078,0.0006749629974365234,0.0006644725799560547,0.0006597042083740234,0.0006651878356933594,0.0006580352783203125,0.0006551742553710938,0.0006589889526367188
SonyAIBORobotSurface2,0.1406,0.1406086044071353,0.1594963273871983,0.1867785939139559,0.0012771368026733398,0.0012771368026733398,0.0013430118560791016,0.0012798309326171875,0.0012650489807128906,0.0012707710266113281,0.0012331008911132812,0.0013413429260253906,0.0013034343719482422,0.0012428760528564453,0.0012631416320800781,0.0012288093566894531
StarLightCurves,0.1512,0.1554152501214181,0.0942204953861097,0.0991986401165614,6.0282902956008915,6.0282902956008915,5.946218252182007,5.994935750961304,6.088639736175537,6.045653581619263,6.166483640670776,6.036026954650879,6.043607950210571,5.997413873672485,5.975139856338501,5.988783359527588
Strawberry,0.0541,0.0621621621621621,0.0594594594594594,0.0648648648648648,0.07158176898956299,0.07158176898956299,0.07009124755859375,0.07034182548522949,0.06951022148132324,0.06965804100036621,0.06962776184082031,0.07035183906555176,0.06974625587463379,0.06975722312927246,0.06958937644958496,0.0871438980102539
SwedishLeaf,0.2112,0.2224,0.2,0.208,0.04825317859649658,0.04825317859649658,0.09404850006103516,0.043213844299316406,0.0429081916809082,0.04315543174743652,0.043163299560546875,0.043237924575805664,0.04324007034301758,0.04326295852661133,0.04320025444030762,0.04310131072998047
Symbols,0.1005,0.100502512562814,0.0603015075376884,0.0603015075376884,0.009604859352111816,0.009604859352111816,0.009443998336791992,0.009605884552001953,0.009521722793579102,0.009454727172851562,0.009582042694091797,0.00948643684387207,0.009728670120239258,0.009771347045898438,0.009887933731079102,0.00956583023071289
SyntheticControl,0.12,0.12,0.0166666666666666,0.0233333333333333,0.00566256046295166,0.00566256046295166,0.005830287933349609,0.005697011947631836,0.0056803226470947266,0.005660057067871094,0.005671501159667969,0.00555872917175293,0.005516767501831055,0.005644798278808594,0.005724191665649414,0.005641937255859375
ToeSegmentation1,0.3202,0.3070175438596491,0.2280701754385964,0.2675438596491228,0.0025359392166137695,0.0025359392166137695,0.0027146339416503906,0.002578258514404297,0.0025370121002197266,0.0025081634521484375,0.0025093555450439453,0.0024862289428710938,0.0025517940521240234,0.0023970603942871094,0.0025565624237060547,0.002520322799682617
ToeSegmentation2,0.1923,0.2076923076923077,0.1153846153846153,0.123076923076923,0.001691293716430664,0.001691293716430664,0.0016064643859863281,0.0015196800231933594,0.0015053749084472656,0.0017554759979248047,0.0016391277313232422,0.0015861988067626953,0.0015094280242919922,0.0017485618591308594,0.002051115036010742,0.0019915103912353516
Trace,0.24,0.24,0.0,0.0,0.003909516334533692,0.003909516334533692,0.0035719871520996094,0.003780364990234375,0.0036873817443847656,0.0036690235137939453,0.003626585006713867,0.003951311111450195,0.004548072814941406,0.004281282424926758,0.004317045211791992,0.003662109375
TwoLeadECG,0.2529,0.2502194907813871,0.102721685689201,0.1150131694468832,0.0015212059020996093,0.0015212059020996093,0.0015959739685058594,0.0015306472778320312,0.001493692398071289,0.0014843940734863281,0.0015265941619873047,0.0015239715576171875,0.0015001296997070312,0.0014972686767578125,0.001566171646118164,0.001493215560913086
TwoPatterns,0.0932,0.10675,0.00025,0.00025,0.38668055534362794,0.38668055534362794,0.37653660774230957,0.37966370582580566,0.3785743713378906,0.37633848190307617,0.37691164016723633,0.4081418514251709,0.3782844543457031,0.3813364505767822,0.43074464797973633,0.38027334213256836
UMD,0.2361,0.2083333333333333,0.0208333333333333,0.0208333333333333,0.0007525205612182618,0.0007525205612182618,0.0008108615875244141,0.0007736682891845703,0.0007534027099609375,0.0007548332214355469,0.0007545948028564453,0.0007138252258300781,0.0007503032684326172,0.0007462501525878906,0.0007359981536865234,0.0007314682006835938
UWaveGestureLibraryAll,0.0519,0.0561139028475711,0.0510887772194304,0.0558347292015633,2.1971530437469484,2.1971530437469484,2.185251474380493,2.1728625297546387,2.2130813598632812,2.226478338241577,2.1902542114257812,2.2186367511749268,2.1741554737091064,2.1992201805114746,2.197627544403076,2.193962574005127
UWaveGestureLibraryX,0.2607,0.26214405360134,0.2238972640982691,0.2297599106644332,0.8555718660354614,0.8555718660354614,0.8537800312042236,0.8537862300872803,0.8689286708831787,0.8547065258026123,0.8526251316070557,0.8511040210723877,0.8508970737457275,0.8567538261413574,0.8581647872924805,0.8549723625183105
UWaveGestureLibraryY,0.3384,0.3439419318816303,0.3003908431044109,0.3129536571747627,0.8565089702606201,0.8565089702606201,0.8678936958312988,0.8620033264160156,0.8570022583007812,0.8665826320648193,0.8407144546508789,0.8494350910186768,0.8529641628265381,0.8485007286071777,0.8491182327270508,0.8708751201629639
UWaveGestureLibraryZ,0.3504,0.3548297040759352,0.3230039084310441,0.327749860413177,0.9158668756484986,0.9158668756484986,0.9085006713867188,0.9265649318695068,0.8933212757110596,0.9027750492095947,0.9058587551116943,0.933361291885376,0.9154782295227051,0.9433910846710205,0.9084384441375732,0.9209790229797363
Wafer,0.0045,0.0047047371836469,0.0157365347177157,0.0165476963011031,0.6510582208633423,0.6510582208633423,0.6477069854736328,0.6482083797454834,0.6596899032592773,0.6513175964355469,0.6506087779998779,0.6468744277954102,0.649744987487793,0.6556940078735352,0.6543600559234619,0.6463770866394043
Wine,0.3889,0.3888888888888889,0.4259259259259259,0.4259259259259259,0.001104116439819336,0.001104116439819336,0.001138448715209961,0.0010967254638671875,0.0010797977447509766,0.0010712146759033203,0.0010805130004882812,0.0011909008026123047,0.0010991096496582031,0.0011169910430908203,0.0010750293731689453,0.0010924339294433594
WordSynonyms,0.3824,0.3871473354231975,0.2648902821316614,0.2680250783699059,0.04952917098999023,0.04952917098999023,0.04894232749938965,0.04875755310058594,0.04935884475708008,0.04902505874633789,0.048647403717041016,0.048963308334350586,0.04901623725891113,0.05014944076538086,0.05255746841430664,0.049874067306518555
Worms,0.5455,0.5454545454545454,0.4935064935064935,0.4935064935064935,0.03183457851409912,0.03183457851409912,0.026983261108398438,0.02834773063659668,0.030086040496826172,0.03181767463684082,0.0335543155670166,0.03360128402709961,0.033475399017333984,0.033588409423828125,0.033467769622802734,0.03342390060424805
WormsTwoClass,0.3896,0.3896103896103896,0.4285714285714285,0.4155844155844156,0.03173174858093262,0.03173174858093262,0.02672886848449707,0.029219388961791992,0.02889871597290039,0.033426523208618164,0.03303194046020508,0.032784223556518555,0.032691240310668945,0.03414463996887207,0.03218388557434082,0.034208059310913086
Yoga,0.1697,0.1776666666666666,0.1583333333333333,0.1633333333333333,0.32095847129821775,0.32095847129821775,0.32573843002319336,0.34227657318115234,0.311354398727417,0.3282766342163086,0.3081669807434082,0.33496618270874023,0.3033335208892822,0.30570030212402344,0.3325495719909668,0.31722211837768555
