name,1NN-ED,OPF-ED,1NN-DTW,OPF-DTW,OPF-ED-fast-time-mean,OPF-ED-fast-time-std,OPF-ED-fast-time-it0,OPF-ED-fast-time-it1,OPF-ED-fast-time-it2,OPF-ED-fast-time-it3,OPF-ED-fast-time-it4,OPF-ED-fast-time-it5,OPF-ED-fast-time-it6,OPF-ED-fast-time-it7,OPF-ED-fast-time-it8,OPF-ED-fast-time-it9
ElectricDevices,0.4492,0.45571261833744,0.3690831279989625,0.3779016988717417,9.284085178375244,9.284085178375244,10.748357772827148,10.43464183807373,9.299501180648804,8.894851446151733,8.82193899154663,9.4161057472229,8.937653303146362,8.755677938461304,8.765630722045898,8.76649284362793
EOGHorizontalSignal,0.5829,0.580110497237569,0.4696132596685083,0.4861878453038674,0.21437520980834962,0.21437520980834962,0.21196198463439941,0.21411776542663574,0.21233654022216797,0.22681427001953125,0.21685194969177246,0.2111504077911377,0.21355032920837402,0.21268630027770996,0.21378564834594727,0.2104969024658203
EOGVerticalSignal,0.558,0.643646408839779,0.5165745856353591,0.5165745856353591,0.2292403221130371,0.2292403221130371,0.22779417037963867,0.2284543514251709,0.22719025611877441,0.24641942977905273,0.22751760482788086,0.2271580696105957,0.22745275497436523,0.22688722610473633,0.22694087028503418,0.22658848762512207
EthanolLevel,0.726,0.726,0.728,0.728,0.6513466119766236,0.6513466119766236,0.6639647483825684,0.6465601921081543,0.6467163562774658,0.662311315536499,0.6450986862182617,0.6470766067504883,0.64394211769104,0.6451566219329834,0.6416740417480469,0.6709654331207275
FaceAll,0.2864,0.3005917159763314,0.2142011834319526,0.2165680473372781,0.10019845962524414,0.10019845962524414,0.10030317306518555,0.10018253326416016,0.09826779365539551,0.09996199607849121,0.10015344619750977,0.1002810001373291,0.10064864158630371,0.10024452209472656,0.10205554962158203,0.09988594055175781
FaceFour,0.2159,0.2386363636363636,0.1704545454545454,0.1818181818181818,0.0007713556289672852,0.0007713556289672852,0.0008311271667480469,0.0007567405700683594,0.0007405281066894531,0.0007398128509521484,0.0007486343383789062,0.0007355213165283203,0.0008642673492431641,0.0007576942443847656,0.0007424354553222656,0.0007967948913574219
FacesUCR,0.2307,0.2463414634146341,0.0839024390243902,0.0926829268292682,0.039150047302246097,0.039150047302246097,0.03912782669067383,0.039431095123291016,0.039325714111328125,0.03919625282287598,0.03931117057800293,0.03929710388183594,0.0391237735748291,0.0388944149017334,0.03865408897399902,0.0391390323638916
FiftyWords,0.3692,0.3736263736263736,0.2439560439560439,0.2461538461538461,0.07171401977539063,0.07171401977539063,0.07297110557556152,0.07223033905029297,0.07116270065307617,0.07112383842468262,0.07104897499084473,0.07275152206420898,0.07213926315307617,0.07106804847717285,0.07091736793518066,0.07172703742980957
Fish,0.2171,0.2171428571428571,0.1714285714285714,0.1771428571428571,0.01759068965911865,0.01759068965911865,0.017574787139892578,0.017661571502685547,0.017478227615356445,0.01736593246459961,0.017666101455688477,0.01777505874633789,0.017759323120117188,0.017447233200073242,0.017656564712524414,0.017522096633911133
FordA,0.3348,0.3409090909090909,0.4409090909090909,0.4446969696969697,5.295188951492309,5.295188951492309,5.291605710983276,5.308582782745361,5.23414158821106,5.244105339050293,5.267507791519165,5.2546067237854,5.27547025680542,5.305512428283691,5.395021677017212,5.375335216522217
FordB,0.3938,0.3975308641975308,0.374074074074074,0.3814814814814815,4.546378636360169,4.546378636360169,4.616828203201294,4.654484272003174,4.474910736083984,4.548563003540039,4.572919607162476,4.585513591766357,4.508404731750488,4.564652442932129,4.4545934200286865,4.482916355133057
FreezerRegularTrain,0.1951,0.1933333333333333,0.0992982456140351,0.1028070175438596,0.08768494129180908,0.08768494129180908,0.08910846710205078,0.08711528778076172,0.08688712120056152,0.08696436882019043,0.08747410774230957,0.08886003494262695,0.08766770362854004,0.08850502967834473,0.08729410171508789,0.08697319030761719
FreezerSmallTrain,0.3242,0.3242105263157894,0.2407017543859649,0.2407017543859649,0.019525527954101562,0.019525527954101562,0.01796579360961914,0.03397631645202637,0.017843008041381836,0.017867565155029297,0.0179593563079834,0.01801300048828125,0.01809239387512207,0.017860889434814453,0.017848491668701172,0.01782846450805664
Fungi,0.1774,0.1612903225806451,0.1451612903225806,0.1451612903225806,0.0007799863815307617,0.0007799863815307617,0.0009086132049560547,0.0008089542388916016,0.0007638931274414062,0.0007736682891845703,0.0007658004760742188,0.0007519721984863281,0.0007567405700683594,0.0007574558258056641,0.000759124755859375,0.0007536411285400391
GestureMidAirD1,0.4231,0.5153846153846153,0.3923076923076923,0.3769230769230769,0.015457606315612793,0.015457606315612793,0.015392780303955078,0.015236377716064453,0.015262603759765625,0.015575408935546875,0.01564502716064453,0.015872478485107422,0.015307903289794922,0.015239715576171875,0.015505552291870117,0.015538215637207031
GestureMidAirD2,0.5077,0.5076923076923077,0.5307692307692308,0.5384615384615384,0.01619737148284912,0.01619737148284912,0.016010761260986328,0.01589226722717285,0.016147136688232422,0.016318798065185547,0.01625800132751465,0.01622629165649414,0.01623249053955078,0.01636791229248047,0.016217947006225586,0.016302108764648438
GestureMidAirD3,0.6538,0.7,0.7230769230769231,0.7384615384615385,0.01664142608642578,0.01664142608642578,0.016884803771972656,0.016529560089111328,0.01653766632080078,0.016638994216918945,0.016953706741333008,0.016644001007080078,0.01644110679626465,0.016722440719604492,0.016550064086914062,0.016511917114257812
GesturePebbleZ1,0.2674,0.3372093023255814,0.2325581395348837,0.2383720930232558,0.011646413803100586,0.011646413803100586,0.011921405792236328,0.011866569519042969,0.01174473762512207,0.011685848236083984,0.011450052261352539,0.011579275131225586,0.011487007141113281,0.011559009552001953,0.011466026306152344,0.011704206466674805
GesturePebbleZ2,0.3291,0.3670886075949367,0.2278481012658227,0.2341772151898734,0.013327741622924804,0.013327741622924804,0.01324605941772461,0.013364553451538086,0.013254404067993164,0.013207674026489258,0.0132598876953125,0.013181209564208984,0.013757467269897461,0.013308286666870117,0.013410091400146484,0.013287782669067383
GunPoint,0.0867,0.08,0.06,0.0533333333333333,0.0008866071701049804,0.0008866071701049804,0.0009090900421142578,0.0008521080017089844,0.0008473396301269531,0.0008971691131591797,0.0008871555328369141,0.0008854866027832031,0.0008795261383056641,0.0008854866027832031,0.0008845329284667969,0.0009381771087646484
GunPointAgeSpan,0.1013,0.0316455696202531,0.0031645569620253,0.0031645569620253,0.0047375202178955075,0.0047375202178955075,0.005124568939208984,0.004750967025756836,0.0047605037689208984,0.0047490596771240234,0.004659891128540039,0.0046215057373046875,0.0046977996826171875,0.004686117172241211,0.004624128341674805,0.004700660705566406
GunPointMaleVersusFemale,0.0253,0.0063291139240506,0.0031645569620253,0.0031645569620253,0.004426741600036621,0.004426741600036621,0.0044705867767333984,0.0043828487396240234,0.004423379898071289,0.004374265670776367,0.004486560821533203,0.004447460174560547,0.004479885101318359,0.004370689392089844,0.0044078826904296875,0.004423856735229492
GunPointOldVersusYoung,0.0476,0.0,0.0,0.0,0.005616283416748047,0.005616283416748047,0.0064849853515625,0.0054585933685302734,0.005410909652709961,0.005402088165283203,0.005457878112792969,0.005577564239501953,0.0057010650634765625,0.005757331848144531,0.005514621734619141,0.005397796630859375
Ham,0.4,0.3904761904761905,0.5047619047619047,0.5047619047619047,0.00641024112701416,0.00641024112701416,0.0065271854400634766,0.0063648223876953125,0.006371736526489258,0.0063266754150390625,0.00632023811340332,0.006463050842285156,0.006436586380004883,0.006442546844482422,0.006422996520996094,0.006426572799682617
HandOutlines,0.1378,0.154054054054054,0.1189189189189189,0.1297297297297297,2.186032509803772,2.186032509803772,2.201101541519165,2.2079460620880127,2.2068822383880615,2.1926651000976562,2.146974563598633,2.2010562419891357,2.147357225418091,2.1870391368865967,2.1966946125030518,2.1726083755493164
Haptics,0.6299,0.6233766233766234,0.6006493506493507,0.5974025974025974,0.060530471801757815,0.060530471801757815,0.05990195274353027,0.05958104133605957,0.05979108810424805,0.060118675231933594,0.05969643592834473,0.06015467643737793,0.05946969985961914,0.06055283546447754,0.06348872184753418,0.06254959106445312
Herring,0.4844,0.46875,0.46875,0.453125,0.003064680099487305,0.003064680099487305,0.0030412673950195312,0.0029671192169189453,0.003000020980834961,0.002999544143676758,0.0030007362365722656,0.0029897689819335938,0.002996206283569336,0.002981901168823242,0.0029714107513427734,0.0036988258361816406
HouseTwenty,0.3361,0.3193277310924369,0.1932773109243697,0.1932773109243697,0.011167335510253906,0.011167335510253906,0.010944843292236328,0.010971784591674805,0.011745452880859375,0.009815216064453125,0.010974407196044922,0.010074853897094727,0.012656688690185547,0.010241508483886719,0.01157832145690918,0.012670278549194336
InlineSkate,0.6582,0.66,0.6018181818181818,0.6036363636363636,0.12283952236175537,0.12283952236175537,0.13648462295532227,0.11934208869934082,0.11987066268920898,0.12260890007019043,0.12171530723571777,0.12180685997009277,0.12204122543334961,0.12197065353393555,0.12062811851501465,0.12192678451538086
InsectEPGRegularTrain,0.3213,0.0,0.0,0.0,0.007396507263183594,0.007396507263183594,0.008695125579833984,0.008183479309082031,0.007166385650634766,0.0071468353271484375,0.006985902786254883,0.007336616516113281,0.007166147232055664,0.007122039794921875,0.0070095062255859375,0.007153034210205078
InsectEPGSmallTrain,0.3373,0.0,0.0,0.0,0.002119565010070801,0.002119565010070801,0.003902435302734375,0.002044677734375,0.0018935203552246094,0.0018868446350097656,0.0018930435180664062,0.0018877983093261719,0.0018846988677978516,0.0018842220306396484,0.0019259452819824219,0.001992464065551758
InsectWingbeatSound,0.4384,0.4494949494949495,0.5252525252525253,0.5303030303030303,0.09387876987457275,0.09387876987457275,0.0939183235168457,0.09254789352416992,0.0943291187286377,0.09538006782531738,0.09314846992492676,0.09355711936950684,0.09413576126098633,0.0946342945098877,0.09313750267028809,0.09399914741516113
ItalyPowerDemand,0.0447,0.0495626822157434,0.0456754130223518,0.0466472303206997,0.002743029594421387,0.002743029594421387,0.0033049583435058594,0.003206491470336914,0.0032591819763183594,0.003414630889892578,0.0031948089599609375,0.0031723976135253906,0.0024216175079345703,0.0017707347869873047,0.0017642974853515625,0.0019211769104003906
LargeKitchenAppliances,0.5067,0.512,0.2746666666666666,0.2693333333333333,0.13876488208770751,0.13876488208770751,0.12803936004638672,0.13021516799926758,0.13428378105163574,0.14006280899047852,0.1395094394683838,0.15616416931152344,0.1401069164276123,0.13956665992736816,0.1398932933807373,0.13980722427368164
Lightning2,0.2459,0.2622950819672131,0.1311475409836065,0.1311475409836065,0.00362548828125,0.00362548828125,0.0032269954681396484,0.0030868053436279297,0.0030853748321533203,0.003160715103149414,0.003242969512939453,0.00322723388671875,0.003812551498413086,0.004561185836791992,0.004244089126586914,0.004606962203979492
Lightning7,0.4247,0.4246575342465753,0.2602739726027397,0.2465753424657534,0.002746272087097168,0.002746272087097168,0.002954244613647461,0.0022764205932617188,0.002474069595336914,0.0024895668029785156,0.0029516220092773438,0.0028634071350097656,0.002840280532836914,0.002847433090209961,0.0028765201568603516,0.0028891563415527344
Mallat,0.0857,0.0899786780383795,0.0652452025586353,0.0690831556503198,0.0880936861038208,0.0880936861038208,0.09284663200378418,0.08796977996826172,0.08774781227111816,0.08757495880126953,0.08752965927124023,0.0872659683227539,0.08761143684387207,0.08753085136413574,0.08697962760925293,0.08788013458251953
Meat,0.0667,0.0666666666666666,0.0666666666666666,0.0666666666666666,0.0019675493240356445,0.0019675493240356445,0.0019986629486083984,0.0019578933715820312,0.0019626617431640625,0.0019638538360595703,0.001954793930053711,0.001958131790161133,0.001973867416381836,0.0019960403442382812,0.001956939697265625,0.0019526481628417969
MedicalImages,0.3158,0.3263157894736842,0.2552631578947368,0.2605263157894736,0.024019336700439452,0.024019336700439452,0.024002790451049805,0.023903608322143555,0.024007797241210938,0.02398514747619629,0.02425527572631836,0.02400040626525879,0.023851871490478516,0.024232149124145508,0.02391958236694336,0.024034738540649414
MelbournePedestrian,0.1525,0.055760557605576,0.079130791307913,0.083640836408364,0.06176936626434326,0.06176936626434326,0.06183171272277832,0.062403202056884766,0.06216096878051758,0.06195569038391113,0.06121063232421875,0.06075310707092285,0.0606694221496582,0.06261706352233887,0.062415361404418945,0.0616765022277832
MiddlePhalanxOutlineAgeGroup,0.4805,0.487012987012987,0.5,0.474025974025974,0.010085058212280274,0.010085058212280274,0.010217666625976562,0.010334968566894531,0.010248899459838867,0.010025739669799805,0.009884357452392578,0.009912490844726562,0.009964942932128906,0.010030746459960938,0.010010480880737305,0.01022028923034668
MiddlePhalanxOutlineCorrect,0.2337,0.2371134020618556,0.3024054982817869,0.3333333333333333,0.023716259002685546,0.023716259002685546,0.02410125732421875,0.023729324340820312,0.02359747886657715,0.02367234230041504,0.023624420166015625,0.023526668548583984,0.02379465103149414,0.023871660232543945,0.023584604263305664,0.02366018295288086
MiddlePhalanxTW,0.487,0.4805194805194805,0.4935064935064935,0.487012987012987,0.010254096984863282,0.010254096984863282,0.009971857070922852,0.009448528289794922,0.00963735580444336,0.009726285934448242,0.010663032531738281,0.010858774185180664,0.010840654373168945,0.010895729064941406,0.010524511337280273,0.009974241256713867
MixedShapesRegularTrain,0.1027,0.1068041237113402,0.1224742268041237,0.130721649484536,0.9078098058700561,0.9078098058700561,0.8908951282501221,0.8937678337097168,0.9134368896484375,0.9077420234680176,0.9415428638458252,0.9030663967132568,0.9057838916778564,0.9048759937286377,0.9080665111541748,0.9089205265045166
MixedShapesSmallTrain,0.1645,0.1682474226804123,0.1835051546391752,0.1917525773195876,0.19083094596862793,0.19083094596862793,0.1838979721069336,0.20551061630249023,0.18369770050048828,0.1844627857208252,0.18411517143249512,0.18344497680664062,0.18358755111694336,0.2320261001586914,0.18409228324890137,0.18347430229187012
MoteStrain,0.1214,0.1198083067092651,0.1349840255591054,0.1238019169329073,0.001511383056640625,0.001511383056640625,0.0015804767608642578,0.0015003681182861328,0.0014867782592773438,0.0014681816101074219,0.0015022754669189453,0.0014972686767578125,0.0015225410461425781,0.0015282630920410156,0.0014829635620117188,0.0015447139739990234
NonInvasiveFetalECGThorax1,0.171,0.1740458015267175,0.2096692111959287,0.2229007633587786,3.1640978813171388,3.1640978813171388,3.1174192428588867,3.2204627990722656,3.135580539703369,3.1525251865386963,3.1280744075775146,3.2458109855651855,3.138460636138916,3.1745011806488037,3.185182809829712,3.142961025238037
NonInvasiveFetalECGThorax2,0.1201,0.1292620865139949,0.1348600508905852,0.1440203562340967,3.025408411026001,3.025408411026001,3.046365976333618,3.0271944999694824,3.015502452850342,3.0434393882751465,3.001513719558716,3.0182924270629883,3.0207395553588867,3.015005588531494,3.0174741744995117,3.048556327819824
OliveOil,0.1333,0.1333333333333333,0.1666666666666666,0.1333333333333333,0.0007254362106323242,0.0007254362106323242,0.0008192062377929688,0.0007405281066894531,0.0006964206695556641,0.0007584095001220703,0.000728607177734375,0.0006957054138183594,0.00069427490234375,0.0006945133209228516,0.0007295608520507812,0.0006971359252929688
OSULeaf,0.4793,0.4710743801652892,0.4090909090909091,0.4297520661157025,0.02556283473968506,0.02556283473968506,0.025733470916748047,0.0266115665435791,0.026179790496826172,0.025384902954101562,0.02547001838684082,0.024968862533569336,0.025207042694091797,0.025130271911621094,0.025350093841552734,0.025592327117919922
PhalangesOutlinesCorrect,0.2389,0.2459207459207459,0.2715617715617716,0.2843822843822843,0.2121382474899292,0.2121382474899292,0.23334741592407227,0.2108597755432129,0.2100675106048584,0.20829272270202637,0.21018147468566895,0.2108149528503418,0.2106184959411621,0.2092604637145996,0.20766949653625488,0.21027016639709473
Phoneme,0.8908,0.8913502109704642,0.7821729957805907,0.7837552742616034,0.44810397624969484,0.44810397624969484,0.44705748558044434,0.4311976432800293,0.434647798538208,0.43239569664001465,0.44051361083984375,0.44325733184814453,0.4983949661254883,0.46593737602233887,0.4442603588104248,0.4433774948120117
PickupGestureWiimoteZ,0.44,0.38,0.32,0.32,0.0030152559280395507,0.0030152559280395507,0.0013496875762939453,0.002962350845336914,0.003231525421142578,0.0032160282135009766,0.0032417774200439453,0.003245830535888672,0.003213644027709961,0.003215312957763672,0.003207683563232422,0.003268718719482422
PigAirwayPressure,0.9423,0.908653846153846,0.8076923076923077,0.8076923076923077,0.05967252254486084,0.05967252254486084,0.055464744567871094,0.055652618408203125,0.05559206008911133,0.055847883224487305,0.0577998161315918,0.06252360343933105,0.06315064430236816,0.06344199180603027,0.06328248977661133,0.06396937370300293
PigArtPressure,0.875,0.7067307692307693,0.5144230769230769,0.5192307692307693,0.06048085689544678,0.06048085689544678,0.05784249305725098,0.055364370346069336,0.05668377876281738,0.05660438537597656,0.05994677543640137,0.06306815147399902,0.06316018104553223,0.06418633460998535,0.06321406364440918,0.06473803520202637
PigCVP,0.9183,0.8605769230769231,0.7115384615384616,0.7115384615384616,0.05958399772644043,0.05958399772644043,0.05541729927062988,0.05414533615112305,0.056322574615478516,0.0563807487487793,0.059561729431152344,0.06283116340637207,0.06236720085144043,0.06298065185546875,0.06278562545776367,0.06304764747619629
PLAID,0.4767,0.3277467411545623,0.0931098696461825,0.0986964618249534,0.5730660200119019,0.5730660200119019,0.5176949501037598,0.5246086120605469,0.5631351470947266,0.7329099178314209,0.6805918216705322,0.5285122394561768,0.5409622192382812,0.5343530178070068,0.572115421295166,0.5357768535614014
Plane,0.0381,0.0380952380952381,0.0,0.0,0.0018489360809326172,0.0018489360809326172,0.0018723011016845703,0.0019185543060302734,0.0019047260284423828,0.001848459243774414,0.0018270015716552734,0.0018224716186523438,0.0018177032470703125,0.001814126968383789,0.0018122196197509766,0.001851797103881836
