name,1NN-ED,OPF-ED,1NN-DTW,OPF-DTW
MiddlePhalanxTW,0.487,0.4805194805194805,0.4935064935064935,0.487012987012987
MixedShapesRegularTrain,0.1027,0.1068041237113402,0.1224742268041237,0.130721649484536
MixedShapesSmallTrain,0.1645,0.1682474226804123,0.1835051546391752,0.1917525773195876
MoteStrain,0.1214,0.1198083067092651,0.1349840255591054,0.1238019169329073
NonInvasiveFetalECGThorax1,0.171,0.1740458015267175,0.2096692111959287,0.2229007633587786
NonInvasiveFetalECGThorax2,0.1201,0.1292620865139949,0.1348600508905852,0.1440203562340967
OliveOil,0.1333,0.1333333333333333,0.1666666666666666,0.1333333333333333
OSULeaf,0.4793,0.4710743801652892,0.4090909090909091,0.4297520661157025
PhalangesOutlinesCorrect,0.2389,0.2459207459207459,0.2715617715617716,0.2843822843822843
Phoneme,0.8908,0.8913502109704642,0.7821729957805907,0.7837552742616034
PickupGestureWiimoteZ,0.44,0.38,0.32,0.32
PigAirwayPressure,0.9423,0.908653846153846,0.8076923076923077,0.8076923076923077
PigArtPressure,0.875,0.7067307692307693,0.5144230769230769,0.5192307692307693
PigCVP,0.9183,0.8605769230769231,0.7115384615384616,0.7115384615384616
PLAID,0.4767,0.3277467411545623,0.0931098696461825,0.0986964618249534
Plane,0.0381,0.0380952380952381,0.0,0.0
PowerCons,0.0667,0.0222222222222222,0.0555555555555555,0.05
ProximalPhalanxOutlineAgeGroup,0.2146,0.2292682926829268,0.1951219512195122,0.2
ProximalPhalanxOutlineCorrect,0.1924,0.2027491408934708,0.2164948453608247,0.2233676975945017
ProximalPhalanxTW,0.2927,0.2975609756097561,0.2439024390243902,0.2536585365853658
RefrigerationDevices,0.6053,0.6,0.56,0.5706666666666667
Rock,0.16,0.4,0.48,0.5
ScreenType,0.64,0.6373333333333333,0.6106666666666667,0.6133333333333333
SemgHandGenderCh2,0.2383,0.1016666666666666,0.0783333333333333,0.0816666666666666
SemgHandMovementCh2,0.6311,0.4066666666666667,0.2022222222222222,0.2044444444444444
SemgHandSubjectCh2,0.5956,0.2111111111111111,0.12,0.1244444444444444
ShakeGestureWiimoteZ,0.4,0.36,0.1,0.1
ShapeletSim,0.4611,0.5,0.3611111111111111,0.3777777777777777
ShapesAll,0.2483,0.2516666666666666,0.2116666666666666,0.2216666666666666
SmallKitchenAppliances,0.6587,0.6773333333333333,0.3386666666666666,0.3493333333333333
SmoothSubspace,0.0933,0.0533333333333333,0.0466666666666666,0.0533333333333333
SonyAIBORobotSurface1,0.3045,0.3410981697171381,0.2745424292845257,0.2795341098169717
SonyAIBORobotSurface2,0.1406,0.1406086044071353,0.1594963273871983,0.1867785939139559
StarLightCurves,0.1512,0.1554152501214181,0.0942204953861097,0.0991986401165614
Strawberry,0.0541,0.0621621621621621,0.0594594594594594,0.0648648648648648
SwedishLeaf,0.2112,0.2224,0.2,0.208
Symbols,0.1005,0.100502512562814,0.0603015075376884,0.0603015075376884
SyntheticControl,0.12,0.12,0.0166666666666666,0.0233333333333333
ToeSegmentation1,0.3202,0.3070175438596491,0.2280701754385964,0.2675438596491228
ToeSegmentation2,0.1923,0.2076923076923077,0.1153846153846153,0.123076923076923
Trace,0.24,0.24,0.0,0.0
TwoLeadECG,0.2529,0.2502194907813871,0.102721685689201,0.1150131694468832
TwoPatterns,0.0932,0.10675,0.00025,0.00025
UMD,0.2361,0.2083333333333333,0.0208333333333333,0.0208333333333333
UWaveGestureLibraryAll,0.0519,0.0561139028475711,0.0510887772194304,0.0558347292015633
UWaveGestureLibraryX,0.2607,0.26214405360134,0.2238972640982691,0.2297599106644332
UWaveGestureLibraryY,0.3384,0.3439419318816303,0.3003908431044109,0.3129536571747627
UWaveGestureLibraryZ,0.3504,0.3548297040759352,0.3230039084310441,0.327749860413177
Wafer,0.0045,0.0047047371836469,0.0157365347177157,0.0165476963011031
Wine,0.3889,0.3888888888888889,0.4259259259259259,0.4259259259259259
WordSynonyms,0.3824,0.3871473354231975,0.2648902821316614,0.2680250783699059
Worms,0.5455,0.5454545454545454,0.4935064935064935,0.4935064935064935
WormsTwoClass,0.3896,0.3896103896103896,0.4285714285714285,0.4155844155844156
Yoga,0.1697,0.1776666666666666,0.1583333333333333,0.1633333333333333
