1NN-ED,1NN-DTW,OPF-ED,OPF-DTW,OPF-DTW-time
0.46,0.37,0.46,0.38,26.835917949676514
0.3887,0.39641943734015345,0.39641943734015345,0.4040920716112532,7.7855939865112305
0.4843,0.2342857142857143,0.4757142857142857,0.2542857142857143,57.75928473472595
0.4314,0.28,0.4742857142857143,0.2857142857142857,57.287158727645874
0.5457,0.31142857142857144,0.5514285714285714,0.31857142857142856,59.17806386947632
0.2,0.28,0.21142857142857144,0.2857142857142857,0.33345842361450195
0.3333,0.36666666666666664,0.3333333333333333,0.36666666666666664,0.4251213073730469
0.25,0.3,0.25,0.25,0.199263334274292
0.45,0.25,0.45,0.25,0.23566293716430664
0.1667,0.006666666666666667,0.17333333333333334,0.006666666666666667,0.08060550689697266
0.2667,0.25,0.26666666666666666,0.26666666666666666,2.016127586364746
0.1478,0.005555555555555556,0.21666666666666667,0.008888888888888889,0.32179713249206543
0.0466,0.026239067055393587,0.05830903790087463,0.03498542274052478,0.020146608352661133
0.35,0.35182291666666665,0.35546875,0.3606770833333333,48.506659269332886
0.1029,0.2768115942028985,0.10507246376811594,0.2768115942028985,117.91139721870422
0.0,0.0,0.0,0.0,0.07844185829162598
0.424,0.428,0.432,0.452,51.41445708274841
0.4231,0.2205128205128205,0.44358974358974357,0.2230769230769231,22.271540641784668
0.4333,0.23333333333333334,0.44358974358974357,0.24871794871794872,22.523527145385742
0.4128,0.23076923076923078,0.4230769230769231,0.23846153846153847,23.091362237930298
0.2883,0.2978571428571429,0.2766071428571429,0.30273809523809525,1092.7069876194
0.0654,0.03594771241830065,0.06535947712418301,0.03594771241830065,17.90174698829651
0.3741,0.2302158273381295,0.37410071942446044,0.22302158273381295,2.3405492305755615
0.2826,0.2826086956521739,0.2898550724637681,0.2826086956521739,7.0703535079956055
0.3669,0.41007194244604317,0.381294964028777,0.41007194244604317,3.1140928268432617
0.45,0.5125,0.4125,0.5125,0.850414514541626
0.1159,0.09420289855072464,0.15217391304347827,0.10144927536231885,0.13806509971618652
0.0145,0.028985507246376812,0.014492753623188406,0.028985507246376812,0.16462326049804688
0.2878,0.31654676258992803,0.30935251798561153,0.3237410071942446,30.573012113571167
0.12,0.17,0.11,0.17,0.20280909538269043
0.0751,0.07511111111111111,0.07955555555555556,0.07933333333333334,32.558473110198975
0.2033,0.20789779326364694,0.2032520325203252,0.20789779326364694,0.32814621925354004
0.4492,0.36908312799896253,0.45571261833744003,0.3779016988717417,1918.0804166793823
0.5829,0.4696132596685083,0.580110497237569,0.4861878453038674,629.921600818634
0.558,0.5165745856353591,0.643646408839779,0.5165745856353591,327.2809863090515
0.726,0.728,0.726,0.728,1153.5492544174194
0.2864,0.21420118343195266,0.3005917159763314,0.2165680473372781,15.937682390213013
0.2159,0.17045454545454544,0.23863636363636365,0.18181818181818182,0.29842448234558105
0.2307,0.08390243902439025,0.24634146341463414,0.09268292682926829,4.850342273712158
0.3692,0.24395604395604395,0.37362637362637363,0.24615384615384617,22.87036108970642
0.2171,0.17142857142857143,0.21714285714285714,0.17714285714285713,9.325273990631104
0.3348,0.4409090909090909,0.3409090909090909,0.4446969696969697,3565.7331912517548
0.3938,0.37407407407407406,0.39753086419753086,0.3814814814814815,3242.5159969329834
0.1951,0.0992982456140351,0.19333333333333333,0.10280701754385965,25.22955322265625
0.3242,0.24070175438596492,0.32421052631578945,0.24070175438596492,3.9597270488739014
0.1774,0.14516129032258066,0.16129032258064516,0.14516129032258066,0.12796950340270996
0.4231,0.3923076923076923,0.5153846153846153,0.3769230769230769,7.106690168380737
0.5077,0.5307692307692308,0.5076923076923077,0.5384615384615384,7.247264862060547
0.6538,0.7230769230769231,0.7,0.7384615384615385,7.439326524734497
0.2674,0.23255813953488372,0.3372093023255814,0.23837209302325582,5.393577814102173
0.3291,0.22784810126582278,0.3670886075949367,0.23417721518987342,6.546381950378418
0.0867,0.06,0.08,0.05333333333333334,0.14006853103637695
0.1013,0.0031645569620253164,0.03164556962025317,0.0031645569620253164,0.8756701946258545
0.0253,0.0031645569620253164,0.006329113924050633,0.0031645569620253164,0.8674180507659912
0.0476,0.0,0.0,0.0,1.0011601448059082
0.4,0.5047619047619047,0.3904761904761905,0.5047619047619047,3.2059757709503174
0.1378,0.11891891891891893,0.15405405405405406,0.12972972972972974,6657.999899148941
0.6299,0.6006493506493507,0.6233766233766234,0.5974025974025974,65.7251603603363
0.4844,0.46875,0.46875,0.453125,1.5139236450195312
0.3361,0.19327731092436976,0.31932773109243695,0.19327731092436976,15.386208057403564
0.6582,0.6018181818181818,0.66,0.6036363636363636,181.14355731010437
0.3213,0.0,0.0,0.0,3.952684164047241
0.3373,0.0,0.0,0.0,0.8606669902801514
0.4384,0.5252525252525253,0.4494949494949495,0.5303030303030303,23.565273761749268
0.0447,0.0456754130223518,0.04956268221574344,0.04664723032069971,0.23608779907226562
0.5067,0.27466666666666667,0.512,0.2693333333333333,109.10602045059204
0.2459,0.13114754098360656,0.26229508196721313,0.13114754098360656,2.1799991130828857
0.4247,0.2602739726027397,0.4246575342465753,0.2465753424657534,0.7827630043029785
0.0857,0.06524520255863539,0.08997867803837953,0.06908315565031983,69.85213899612427
0.0667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.7023508548736572
0.3158,0.25526315789473686,0.3263157894736842,0.26052631578947366,3.83565616607666
0.1525,0.07913079130791308,0.05576055760557606,0.08364083640836409,17.704540014266968
0.4805,0.5,0.487012987012987,0.474025974025974,2.4142069816589355
0.2337,0.3024054982817869,0.23711340206185566,0.3333333333333333,5.162889003753662
0.487,0.4935064935064935,0.4805194805194805,0.487012987012987,2.2254350185394287
0.1027,0.12247422680412372,0.10680412371134021,0.13072164948453607,887.3779036998749
0.1645,0.18350515463917524,0.16824742268041237,0.19175257731958764,153.3208236694336
0.1214,0.13498402555910544,0.11980830670926518,0.12380191693290735,0.17186307907104492
0.171,0.20966921119592874,0.17404580152671756,0.22290076335877862,2606.9600710868835
0.1201,0.13486005089058525,0.1292620865139949,0.1440203562340967,2557.725926876068
0.1333,0.16666666666666666,0.13333333333333333,0.13333333333333333,0.8133935928344727
0.4793,0.4090909090909091,0.47107438016528924,0.4297520661157025,11.65470266342163
0.2389,0.2715617715617716,0.24592074592074592,0.28438228438228436,46.624162435531616
0.8908,0.7821729957805907,0.8913502109704642,0.7837552742616034,381.67060565948486
0.44,0.32,0.38,0.32,0.5278017520904541
0.9423,0.8076923076923077,0.9086538461538461,0.8076923076923077,107.59599113464355
0.875,0.5144230769230769,0.7067307692307693,0.5192307692307693,103.04628586769104
