1NN-ED,1NN-DTW,OPF-ED,OPF-DTW,OPF-DTW-time
0.9183,0.7115384615384616,0.8605769230769231,0.7115384615384616,106.4091284275055
0.4767,0.0931098696461825,0.32774674115456237,0.09869646182495345,746.3870434761047
0.0381,0.0,0.0380952380952381,0.0,0.38190460205078125
0.0667,0.05555555555555555,0.022222222222222223,0.05,1.0033552646636963
0.2146,0.1951219512195122,0.22926829268292684,0.2,2.1969685554504395
0.1924,0.21649484536082475,0.2027491408934708,0.22336769759450173,4.839062213897705
0.2927,0.24390243902439024,0.2975609756097561,0.25365853658536586,2.2511937618255615
0.6053,0.56,0.6,0.5706666666666667,110.12419295310974
0.16,0.48,0.4,0.5,7.379307985305786
0.64,0.6106666666666667,0.6373333333333333,0.6133333333333333,113.82419776916504
0.2383,0.07833333333333334,0.10166666666666667,0.08166666666666667,357.7564423084259
0.6311,0.20222222222222222,0.4066666666666667,0.20444444444444446,643.5549364089966
0.5956,0.12,0.2111111111111111,0.12444444444444444,608.9451944828033
0.4,0.1,0.36,0.1,0.5829277038574219
0.4611,0.3611111111111111,0.5,0.37777777777777777,0.7584841251373291
0.2483,0.21166666666666667,0.25166666666666665,0.22166666666666668,141.1815905570984
0.6587,0.33866666666666667,0.6773333333333333,0.34933333333333333,107.99316835403442
0.0933,0.04666666666666667,0.05333333333333334,0.05333333333333334,0.24192070960998535
0.3045,0.27454242928452577,0.3410981697171381,0.2795341098169717,0.07846188545227051
0.1406,0.15949632738719832,0.14060860440713535,0.18677859391395593,0.14843249320983887
0.1512,0.09422049538610976,0.15541525012141816,0.09919864011656143,5079.942636013031
0.0541,0.05945945945945946,0.062162162162162166,0.06486486486486487,22.3669273853302
0.2112,0.2,0.2224,0.208,7.461941480636597
0.1005,0.06030150753768844,0.10050251256281408,0.06030150753768844,2.9088308811187744
0.12,0.016666666666666666,0.12,0.023333333333333334,1.051896572113037
0.3202,0.22807017543859648,0.30701754385964913,0.2675438596491228,0.573883056640625
0.1923,0.11538461538461539,0.2076923076923077,0.12307692307692308,0.48494911193847656
0.24,0.0,0.24,0.0,1.0112097263336182
0.2529,0.10272168568920105,0.25021949078138717,0.11501316944688324,0.1713886260986328
0.0932,0.00025,0.10675,0.00025,50.8871431350708
0.2361,0.020833333333333332,0.20833333333333334,0.020833333333333332,0.2798154354095459
0.0519,0.05108877721943048,0.05611390284757119,0.05583472920156337,1978.2560422420502
0.2607,0.22389726409826913,0.26214405360134,0.22975991066443327,270.30650448799133
0.3384,0.30039084310441094,0.34394193188163036,0.3129536571747627,266.7459354400635
0.3504,0.3230039084310441,0.3548297040759352,0.327749860413177,267.8447368144989
0.0045,0.01573653471771577,0.004704737183646983,0.01654769630110318,98.61033987998962
0.3889,0.42592592592592593,0.3888888888888889,0.42592592592592593,0.34732627868652344
0.3824,0.26489028213166144,0.3871473354231975,0.26802507836990597,12.840367317199707
0.5455,0.4935064935064935,0.5454545454545454,0.4935064935064935,30.07986545562744
0.3896,0.42857142857142855,0.38961038961038963,0.4155844155844156,29.12270474433899
0.1697,0.15833333333333333,0.17766666666666667,0.16333333333333333,107.75776076316833
